element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,ict_index,fixture,was_home,fixture_difficulty
142,Jason Steele,GK,2,2,45,90,0.0,0.0,1.43,0,0,1,2.2,13,True,3
568,Arijanet Muric,GK,2,0,45,90,0.0,0.0,3.34,0,0,4,0.4,17,False,5
615,Carl Rushworth,GK,2,0,40,0,0.0,0.0,0.0,0,0,0,0.0,13,True,3
442,Ibrahim Sangaré,MID,2,2,45,65,0.02,0.04,0.14,0,0,0,2.3,18,False,2
373,Hannibal Mejbri,MID,2,0,45,0,0.0,0.0,0.0,0,0,0,0.0,13,False,3
479,Brandon Austin,GK,2,0,40,0,0.0,0.0,0.0,0,0,0,0.0,19,True,2
288,Conor Coady,DEF,2,0,40,0,0.0,0.0,0.0,0,0,0,0.0,15,False,3
522,Wes Foderingham,GK,2,0,45,0,0.0,0.0,0.0,0,0,0,0.0,14,False,2
156,Armando Broja,FWD,2,0,55,0,0.0,0.0,0.0,0,0,0,0.0,20,False,2
147,Adam Webster,DEF,2,0,45,0,0.0,0.0,0.0,0,0,0,0.0,13,True,3
20,Thomas Partey,MID,2,11,50,90,0.1,0.08,1.28,1,0,0,5.5,11,False,4
259,Harry Wilson,MID,2,0,55,21,0.0,0.01,0.27,0,0,0,0.8,15,True,2
299,Kasey McAteer,MID,2,1,50,5,0.0,0.0,0.0,0,0,0,0.1,15,False,3
324,Curtis Jones,MID,2,0,55,0,0.0,0.0,0.0,0,0,0,0.0,16,True,2
264,Wes Burns,MID,2,0,50,0,0.0,0.0,0.0,0,0,0,0.0,17,False,5
97,Yunus Emre Konak,MID,2,0,45,0,0.0,0.0,0.0,0,0,0,0.0,16,False,5
524,Max Kilman,DEF,2,12,45,90,0.06,0.01,1.35,0,1,0,6.4,14,False,2
143,Deniz Undav,FWD,2,0,55,0,0.0,0.0,0.0,0,0,0,0.0,13,True,3
390,Alex Murphy,DEF,2,0,40,0,0.0,0.0,0.0,0,0,0,0.0,12,False,3
269,George Edmundson,DEF,2,1,40,1,0.0,0.0,0.0,0,0,0,0.0,17,False,5
571,Sávio 'Savinho' Moreira de Oliveira,MID,2,9,65,70,0.0,0.2,0.29,0,2,1,7.7,17,True,2
520,Emerson Palmieri dos Santos,DEF,2,6,45,88,0.0,0.01,1.32,0,0,0,1.9,14,False,2
217,Abdoulaye Doucouré,MID,2,1,55,56,0.07,0.0,1.66,0,0,2,1.0,19,False,4
554,José Malheiro de Sá,GK,2,-1,45,90,0.0,0.01,1.56,0,0,6,3.2,20,True,4
401,Alexander Isak,FWD,2,2,85,90,0.26,0.03,2.23,0,0,1,6.7,12,False,3
482,Yves Bissouma,MID,2,9,50,71,0.1,0.04,1.0,1,0,0,5.7,19,True,2
169,Conor Gallagher,MID,2,0,59,0,0.0,0.0,0.0,0,0,0,0.0,20,False,2
76,Philip Billing,MID,2,0,50,0,0.0,0.0,0.0,0,0,0,0.0,12,True,3
548,Gonçalo Manuel Ganchinho Guedes,MID,2,0,55,0,0.0,0.0,0.0,0,0,0,0.0,20,True,4
595,Brajan Gruda,MID,2,0,55,0,0.0,0.0,0.0,0,0,0,0.0,13,True,3
360,Rodrigo 'Rodri' Hernandez,MID,2,0,64,0,0.0,0.0,0.0,0,0,0,0.0,17,True,2
183,Đorđe Petrović,GK,2,0,45,0,0.0,0.0,0.0,0,0,0,0.0,20,False,2
542,Craig Dawson,DEF,2,1,45,23,0.0,0.0,0.32,0,0,1,0.3,20,True,4
192,Jordan Ayew,MID,2,1,55,27,0.09,0.04,0.22,0,0,1,2.1,15,False,3
79,Marcos Senesi,DEF,2,1,50,90,0.0,0.03,1.61,0,0,1,3.7,12,True,3
166,Kiernan Dewsbury-Hall,MID,2,1,60,14,0.0,0.0,0.12,0,0,0,0.0,20,False,2
43,Kaine Kesler-Hayden,DEF,2,0,40,0,0.0,0.0,0.0,0,0,0,0.0,11,True,5
353,João Cavaco Cancelo,DEF,2,0,54,0,0.0,0.0,0.0,0,0,0,0.0,17,True,2
515,Maxwel Cornet,MID,2,0,50,0,0.0,0.0,0.0,0,0,0,0.0,14,False,2
206,Jefferson Lerma Solís,MID,2,2,50,62,0.02,0.01,0.83,0,0,0,1.0,14,True,2
307,Jannik Vestergaard,DEF,2,0,40,90,0.01,0.0,1.78,0,0,2,2.9,15,False,3
305,Luke Thomas,DEF,2,0,40,0,0.0,0.0,0.0,0,0,0,0.0,15,False,3
